INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8672	变异珍奇鼠	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1212	1212	1212	1212	1255	1380	1443	1631	1882	100	500	50	150	200	6000	8670
8673	变异珍奇鼠	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1267	1267	1267	1267	1267	1255	1380	1443	1631	1882	100	500	50	150	200	6000	8670
8674	变异珍奇鼠	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1322	1322	1322	1322	1255	1380	1443	1631	1882	100	500	50	150	200	6000	8670
8675	变异珍奇鼠	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1377	1377	1377	1377	1377	1255	1380	1443	1631	1882	100	500	50	150	200	6000	8670
8679	珍奇鼠宝宝	867	65	9	0	1	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1102	1102	1102	1102	1255	1380	1443	1631	1882	100	500	50	150	200	6000	8670
8680	成年麒麟	868	75	9	0	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8681	变异麒麟	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	925	1157	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8682	变异麒麟	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	969	1212	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8683	变异麒麟	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	1013	1267	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8684	变异麒麟	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	1057	1322	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8685	变异麒麟	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	1102	1377	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8686	变异麒麟	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1146	1432	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8689	麒麟宝宝	868	75	9	0	1	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8680
8690	成年吉祥猫	869	85	9	0	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8691	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8692	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8693	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8694	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8695	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8696	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8697	变异吉祥猫	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8699	吉祥猫宝宝	869	85	9	0	1	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	100	150	50	6000	8690
8700	成年珍奇鼠	870	5	9	0	0	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	500	50	150	200	6000	8700
8701	变异珍奇鼠	870	5	9	1	0	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	1076	1076	1076	1076	948	1042	1090	1232	1422	100	500	50	150	200	6000	8700
8702	变异珍奇鼠	870	5	9	1	0	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1174	1174	1174	1174	948	1042	1090	1232	1422	100	500	50	150	200	6000	8700
8709	珍奇鼠宝宝	870	5	9	0	1	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	500	50	150	200	6000	8700
8710	成年珍奇鼠	871	45	9	0	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	500	50	150	200	6000	8710
8711	变异珍奇鼠	871	45	9	1	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	1096	1096	1096	1096	1051	1156	1208	1366	1576	100	500	50	150	200	6000	8710
8712	变异珍奇鼠	871	45	9	1	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1173	1173	1173	1173	1051	1156	1208	1366	1576	100	500	50	150	200	6000	8710
8713	变异珍奇鼠	871	45	9	1	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1249	1249	1249	1249	1051	1156	1208	1366	1576	100	500	50	150	200	6000	8710
8719	珍奇鼠宝宝	871	45	9	0	1	1	10	692	250000	-1	-1	726	800000	730	350000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	500	50	150	200	6000	8710
8720	成年珍奇鼠	872	55	9	0	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	100	500	50	150	200	6000	8720
8721	变异珍奇鼠	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1124	1124	1124	1124	1153	1268	1325	1498	1729	100	500	50	150	200	6000	8720
8722	变异珍奇鼠	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1188	1188	1188	1188	1153	1268	1325	1498	1729	100	500	50	150	200	6000	8720
8723	变异珍奇鼠	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1251	1251	1251	1251	1153	1268	1325	1498	1729	100	500	50	150	200	6000	8720
8724	变异珍奇鼠	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1315	1315	1315	1315	1153	1268	1325	1498	1729	100	500	50	150	200	6000	8720
8729	珍奇鼠宝宝	872	55	9	0	1	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	100	500	50	150	200	6000	8720
8730	成年魔牙暴龙	873	85	9	0	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8731	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8732	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8733	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1288	644	1159	902	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8734	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1337	668	1203	936	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8735	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1386	693	1248	970	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8736	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1435	717	1292	1004	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8737	变异魔牙暴龙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1484	742	1336	1039	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8739	魔牙暴龙宝宝	873	85	9	0	1	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	50	100	150	200	500	6000	8730
8740	成年唐装鼠	874	5	9	0	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	500	100	200	100	100	6000	8740
8741	变异唐装鼠	874	5	9	1	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	500	100	200	100	100	6000	8740
8742	变异唐装鼠	874	5	9	1	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	500	100	200	100	100	6000	8740
8749	唐装鼠宝宝	874	5	9	0	1	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	500	100	200	100	100	6000	8740
8750	成年唐装鼠	875	45	9	0	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	500	100	200	100	100	6000	8750
8751	变异唐装鼠	875	45	9	1	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	500	100	200	100	100	6000	8750
8752	变异唐装鼠	875	45	9	1	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	500	100	200	100	100	6000	8750
8753	变异唐装鼠	875	45	9	1	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	500	100	200	100	100	6000	8750
8759	唐装鼠宝宝	875	45	9	0	1	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	500	100	200	100	100	6000	8750
8760	成年唐装鼠	876	55	9	0	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	500	100	200	100	100	6000	8760
8761	变异唐装鼠	876	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	500	100	200	100	100	6000	8760
8762	变异唐装鼠	876	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	500	100	200	100	100	6000	8760
8763	变异唐装鼠	876	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	500	100	200	100	100	6000	8760
8764	变异唐装鼠	876	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	500	100	200	100	100	6000	8760
8769	唐装鼠宝宝	876	55	9	0	1	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	500	100	200	100	100	6000	8760
8770	成年唐装鼠	877	65	9	0	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8771	变异唐装鼠	877	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8772	变异唐装鼠	877	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8773	变异唐装鼠	877	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8774	变异唐装鼠	877	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8775	变异唐装鼠	877	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8779	唐装鼠宝宝	877	65	9	0	1	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	500	100	200	100	100	6000	8770
8780	成年唐装鼠	878	75	9	0	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8781	变异唐装鼠	878	75	9	1	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8782	变异唐装鼠	878	75	9	1	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8783	变异唐装鼠	878	75	9	1	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8784	变异唐装鼠	878	75	9	1	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8785	变异唐装鼠	878	75	9	1	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8786	变异唐装鼠	878	75	9	1	0	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8789	唐装鼠宝宝	878	75	9	0	1	1	10	694	500000	-1	-1	722	900000	662	450000	661	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	500	100	200	100	100	6000	8780
8790	成年唐装鼠	879	85	9	0	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8791	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8792	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8793	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8794	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8795	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8796	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8797	变异唐装鼠	879	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8799	唐装鼠宝宝	879	85	9	0	1	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	500	100	200	100	100	6000	8790
8800	成年唐装鼠	880	95	9	0	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8801	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8802	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8803	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1710	1447	921	1184	921	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8804	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1768	1496	952	1224	952	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8805	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1826	1545	983	1264	983	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8806	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1883	1594	1014	1304	1014	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8807	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1941	1642	1045	1344	1045	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8808	变异唐装鼠	880	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1691	1076	1384	1076	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8809	唐装鼠宝宝	880	95	9	0	1	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	500	100	200	100	100	6000	8800
8810	成年年兽	881	5	9	0	0	1000	10	684	300000	-1	-1	726	900000	668	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	6000	8810
8811	变异年兽	881	5	9	1	0	1000	10	684	300000	-1	-1	726	900000	668	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1078	539	970	755	846	930	972	1099	1269	100	100	200	100	500	6000	8810
8812	变异年兽	881	5	9	1	0	1000	10	684	300000	-1	-1	726	900000	668	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1219	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	6000	8810
