INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8089	–´◊”±¶±¶	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8090	≥…ƒÍ–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8091	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8092	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8093	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8094	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8095	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8099	–´◊”±¶±¶	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8100	≥…ƒÍ–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8101	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8102	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8103	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8104	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8105	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8106	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8109	–´◊”±¶±¶	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8110	≥…ƒÍ–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8111	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8112	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8113	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8114	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8115	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8116	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8117	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8119	–´◊”±¶±¶	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8120	≥…ƒÍ–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8121	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8122	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8123	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8124	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8125	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8126	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8127	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8128	±‰“Ï–´◊”	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8129	–´◊”±¶±¶	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167447	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8130	≥…ƒÍ¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8131	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8132	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8139	¥©…Ωº◊±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8140	≥…ƒÍ¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8141	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8142	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8143	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8149	¥©…Ωº◊±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8150	≥…ƒÍ¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8151	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8152	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8153	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8154	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8159	¥©…Ωº◊±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8160	≥…ƒÍ¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8161	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8162	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8163	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8164	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8165	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8169	¥©…Ωº◊±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8170	≥…ƒÍ¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8171	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8172	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8173	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8174	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8175	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8176	±‰“Ï¥©…Ωº◊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8179	¥©…Ωº◊±¶±¶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
