INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10522062	1	5	22	62	6	-1	2	74	6	卷无之魅	30	-1	书卷在案人何在，清风缥缈流沙魂，此物依此而生。#G（全套由#Y天山#G的符敏仪设计）	169	135	200	3	3	-1	-1	Ring_7	戒指	-1	1	1	108	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	30	1	1	1	250	-1	0	0	1	-1	-1
10522063	1	5	22	63	6	-1	2	75	6	真水指环	40	-1	真水玉女凭栏望，秦瑶少年背影深，此物因此得名。#G（全套由#Y天山#G的符敏仪设计）	331	264	200	3	3	-1	-1	Ring_15	戒指	-1	1	1	140	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	2	2	1	250	-1	0	0	1	-1	-1
10522064	1	5	22	64	6	-1	2	-1	-1	未使用	50	-1	未使用	554	443	200	3	3	-1	-1	Ring_11	戒指	-1	1	1	172	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50	2	2	1	250	-1	0	0	1	-1	-1
10522065	1	5	22	65	6	-1	2	-1	-1	未使用	60	-1	未使用	890	712	200	3	3	-1	-1	Ring_13	戒指	-1	1	1	203	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	60	2	2	1	250	-1	0	0	1	-1	-1
10522066	1	5	22	66	6	-1	2	-1	-1	未使用	70	-1	未使用	1255	1004	200	3	3	-1	-1	Ring3_3	戒指	-1	1	1	235	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	70	3	3	1	250	-1	0	0	1	-1	-1
10522067	1	5	22	67	6	-1	2	79	6	地鹤之碎	80	-1	地鹤鸣啸似我心，逆尘千层闭幽魂，此物依此得名。#G（全套由#Y天山#G的符敏仪设计）	1640	1312	200	3	3	-1	-1	Ring3_4	戒指	-1	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	80	3	3	1	250	-1	0	0	1	-1	-1
10522068	1	5	22	68	6	-1	2	-1	-1	未使用	90	-1	未使用	2240	1792	200	3	3	-1	-1	Ring3_5	戒指	-1	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	90	4	4	1	250	-1	0	0	1	-1	-1
10522069	1	5	22	69	6	-1	2	81	6	碎魂之梦	100	-1	碎魂在天亦无悔，月宫之中拜神姿，此物由此得名。#G（全套由#Y天山#G的符敏仪设计）	3160	2528	200	3	3	-1	-1	Ring3_9	戒指	-1	1	1	331	331	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	100	4	4	1	250	-1	0	0	1	-1	-1
10522070	1	5	22	70	6	-1	2	-1	-1	未使用	10	-1	未使用	30	24	200	3	3	-1	-1	Ring_8	戒指	-1	1	1	44	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	10	1	1	1	250	-1	0	0	1	-1	-1
10522071	1	5	22	71	6	-1	2	85	6	凌波之环	20	-1	闭湖环山水不兴，凌波于上履平川，此物由此得名。#G（全套由#Y逍遥#G的石清露设计）	109	87	200	3	3	-1	-1	Ring_10	戒指	-1	1	1	76	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	20	1	1	1	250	-1	0	0	1	-1	-1
10522072	1	5	22	72	6	-1	2	-1	-1	未使用	30	-1	未使用	169	135	200	3	3	-1	-1	Ring_7	戒指	-1	1	1	108	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	30	1	1	1	250	-1	0	0	1	-1	-1
10522073	1	5	22	73	6	-1	2	-1	-1	未使用	40	-1	未使用	331	264	200	3	3	-1	-1	Ring_15	戒指	-1	1	1	140	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	2	2	1	250	-1	0	0	1	-1	-1
10522074	1	5	22	74	6	-1	2	-1	-1	未使用	50	-1	未使用	554	443	200	3	3	-1	-1	Ring_11	戒指	-1	1	1	172	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50	2	2	1	250	-1	0	0	1	-1	-1
10522075	1	5	22	75	6	-1	2	89	6	落英之魅	60	-1	落英纷纷哀怨深，金龙卸麟渡华年，此物由此得名。#G（全套由#Y逍遥#G的石清露设计）	890	712	200	3	3	-1	-1	Ring_13	戒指	-1	1	1	203	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	60	2	2	1	250	-1	0	0	1	-1	-1
10522076	1	5	22	76	6	-1	2	-1	-1	未使用	70	-1	未使用	1255	1004	200	3	3	-1	-1	Ring3_3	戒指	-1	1	1	235	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	70	3	3	1	250	-1	0	0	1	-1	-1
10522077	1	5	22	77	6	-1	2	-1	-1	未使用	80	-1	未使用	1640	1312	200	3	3	-1	-1	Ring3_4	戒指	-1	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	80	3	3	1	250	-1	0	0	1	-1	-1
10522078	1	5	22	78	6	-1	2	92	6	凌烟之雪	90	-1	轻灵缥缈水云间，青烟缭绕醉如仙，此物由此得名。#G（全套由#Y逍遥#G的石清露设计）#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	2240	1792	200	3	3	-1	-1	Ring3_5	戒指	-1	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	90	4	4	1	250	-1	0	0	1	-1	-1
10522079	1	5	22	79	6	-1	2	94	6	秋水之环	100	-1	秋水无痕待明月，冷雀无声待缘人，此物由此得名。#G（全套由#Y逍遥#G的石清露设计）	3160	2528	200	3	3	-1	-1	Ring3_9	戒指	-1	1	1	331	331	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	100	4	4	1	250	-1	0	0	1	-1	-1
10522080	1	5	22	80	6	-1	2	96	6	正阳戒指	10	-1	正气凛然，龙腾九天，亦为此物依此而生。#G（全套由#Y天龙#G的齐归蝶设计）	30	24	200	3	3	-1	-1	Ring_8	戒指	-1	1	1	44	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	10	1	1	1	250	-1	0	0	1	-1	-1
10522081	1	5	22	81	6	-1	2	-1	-1	未使用	20	-1	未使用	109	87	200	3	3	-1	-1	Ring_10	戒指	-1	1	1	76	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	20	1	1	1	250	-1	0	0	1	-1	-1
10522082	1	5	22	82	6	-1	2	-1	-1	未使用	30	-1	未使用	169	135	200	3	3	-1	-1	Ring_7	戒指	-1	1	1	108	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	30	1	1	1	250	-1	0	0	1	-1	-1
10522083	1	5	22	83	6	-1	2	99	6	少商指环	40	-1	少商，六脉神剑之一，气走少商，剑气指向对手立时可封住对手之穴，该物以此为名。#G（全套由#Y天龙#G的齐归蝶设计）	331	264	200	3	3	-1	-1	Ring_15	戒指	-1	1	1	140	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	2	2	1	250	-1	0	0	1	-1	-1
10522084	1	5	22	84	6	-1	2	-1	-1	未使用	50	-1	未使用	554	443	200	3	3	-1	-1	Ring_11	戒指	-1	1	1	172	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50	2	2	1	250	-1	0	0	1	-1	-1
10522085	1	5	22	85	6	-1	2	-1	-1	未使用	60	-1	未使用	890	712	200	3	3	-1	-1	Ring_13	戒指	-1	1	1	203	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	60	2	2	1	250	-1	0	0	1	-1	-1
10522086	1	5	22	86	6	-1	2	102	6	关冲之殇	70	-1	关冲，六脉神剑之一，气走关冲，真气所过之处百骸通畅，神清气明，该物由此得名。#G（全套由#Y天龙#G的齐归蝶设计）	1255	1004	200	3	3	-1	-1	Ring3_3	戒指	-1	1	1	235	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	70	3	3	1	250	-1	0	0	1	-1	-1
10522087	1	5	22	87	6	-1	2	-1	-1	未使用	80	-1	未使用	1640	1312	200	3	3	-1	-1	Ring3_4	戒指	-1	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	80	3	3	1	250	-1	0	0	1	-1	-1
10522088	1	5	22	88	6	-1	2	-1	-1	未使用	90	-1	未使用	2240	1792	200	3	3	-1	-1	Ring3_5	戒指	-1	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	90	4	4	1	250	-1	0	0	1	-1	-1
10522089	1	5	22	89	6	-1	2	105	6	雪月之兰	100	-1	风花雪月少年时，金玉满堂暮年日，雪月，由此得名。#G（全套由#Y天龙#G的齐归蝶设计）	3160	2528	200	3	3	-1	-1	Ring3_9	戒指	-1	1	1	331	331	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	100	4	4	1	250	-1	0	0	1	-1	-1
10522090	1	5	22	90	6	-1	2	130	6	寂灭佛戒	103	-1	大乘寂灭时，幻海现佛踪。相传佛祖早年成佛时留下此物。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_4	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522091	1	5	22	91	6	-1	2	131	6	焚仙之星	103	-1	烈焰焚仙宫，煞气惊天庭。相传火神大破仙宫时所用物品。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_3	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522092	1	5	22	92	6	-1	2	132	6	啸天护戒	103	-1	虎啸催云散，龙吟震九霄。相传此物出世时龙吟虎啸，风起云涌。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_2	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522093	1	5	22	93	6	-1	2	133	6	诛魔玄戒	103	-1	仗剑诛魔人，封玄镇妖行。相传为古仙人降妖除魔所用物品。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_7	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522094	1	5	22	94	6	-1	2	134	6	碧神指环 	103	-1	自古慈悲心，唯有碧海神。相传当年女娲所穿戴过的物品。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_1	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522095	1	5	22	95	6	-1	2	135	6	骨灵法魂	103	-1	七月鬼门开，恶骨聚千魂。相传冥界骨灵神所留下的物品。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_9	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522096	1	5	22	96	6	-1	2	136	6	天隐指环	103	-1	隐迹五行外，不在天循中。相传拥有此物可躲过九雷天劫。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_6	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522097	1	5	22	97	6	-1	2	137	6	仙逸法戒	103	-1	大罗金仙逸，九天诸神隐。十殿阎罗齐闭户，任我闲庭三界中。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_8	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522098	1	5	22	98	6	-1	2	138	6	乌日指环	103	-1	乌日凝金芒，碧空云海生。相传此物是太阳金芒凝炼而成。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。	3160	2528	200	3	3	-1	-1	Ring5_5	戒指	-1	1	1	363	363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	110	4	4	1	250	-1	0	0	1	-1	-1
10522099	1	5	22	99	6	-1	3	147	6	玉骨烟云指环	86	-1	玉骨那愁瘴雾，冰姿自有仙风。此物由此得名。#r#G适合武当、逍遥、星宿、峨嵋和天龙使用#W	1640	1312	200	3	3	-1	-1	Ring2_6	戒指	-1	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	86	3	3	1	250	-1	0	0	1	-1	-1
10522100	1	5	22	100	6	-1	3	148	6	尘拂舞风之融	86	-1	歌余尘拂扇，舞罢风掀袂。此物由此得名。#r#G适合少林、明教、丐帮、天山和天龙使用#W	1640	1312	200	3	3	-1	-1	Ring2_6	戒指	-1	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	86	3	3	1	250	-1	0	0	1	-1	-1
10522101	1	5	22	101	6	-1	3	151	6	雕阑风夜之示	96	-1	锁窗前月色明，雕阑外夜气清。此物由此得名。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。#r#G适合武当、逍遥、星宿、峨嵋和天龙使用#W	2240	1792	200	3	3	-1	-1	Ring3_8	戒指	-1	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	96	4	4	1	250	-1	0	0	1	-1	-1
10522102	1	5	22	102	6	-1	3	152	6	太阴澄虚指环	96	-1	夕阳倒影松阴乱，太液澄虚月影宽。此物由此得名。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。#r#G适合少林、明教、丐帮、天山和天龙使用#W	2240	1792	200	3	3	-1	-1	Ring3_8	戒指	-1	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	96	4	4	1	250	-1	0	0	1	-1	-1
10522103	1	5	22	103	6	-1	3	153	6	银筝弄弦缘	96	-1	银筝欲将心事写，长吁气声欲弄弦。此物由此得名。#r#G该装备可到楼兰程咬铁（219，228）处进行极限打孔。#r#G适合天龙派使用#W	2240	1792	200	3	3	-1	-1	Ring3_8	戒指	-1	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	96	4	4	1	250	-1	0	0	1	-1	-1
