INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
22201	±‰“ÏÚ∞¡˙	2220	75	9	1	0	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22202	±‰“ÏÚ∞¡˙	2220	75	9	1	0	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22203	±‰“ÏÚ∞¡˙	2220	75	9	1	0	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22204	±‰“ÏÚ∞¡˙	2220	75	9	1	0	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22205	±‰“ÏÚ∞¡˙	2220	75	9	1	0	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22206	±‰“ÏÚ∞¡˙	2220	75	9	1	0	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22209	Ú∞¡˙±¶±¶	2220	75	9	0	1	1000	10	700	300000	-1	-1	703	900000	660	250000	714	200000	664	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	22200
22210	≥…ƒÍ±»“ÌƒÒ	2221	5	9	0	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	7200000	22210
22211	±‰“Ï±»“ÌƒÒ	2221	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	100	200	100	100	7200000	22210
22212	±‰“Ï±»“ÌƒÒ	2221	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	100	200	100	100	7200000	22210
22219	±»“ÌƒÒ±¶±¶	2221	5	9	0	1	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	7200000	22210
22220	≥…ƒÍ±»“ÌƒÒ	2222	45	9	0	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	7200000	22220
22221	±‰“Ï±»“ÌƒÒ	2222	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	100	200	100	100	7200000	22220
22222	±‰“Ï±»“ÌƒÒ	2222	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	100	200	100	100	7200000	22220
22223	±‰“Ï±»“ÌƒÒ	2222	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	100	200	100	100	7200000	22220
22229	±»“ÌƒÒ±¶±¶	2222	45	9	0	1	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	7200000	22220
22230	≥…ƒÍ±»“ÌƒÒ	2223	55	9	0	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	22230
22231	±‰“Ï±»“ÌƒÒ	2223	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	22230
22232	±‰“Ï±»“ÌƒÒ	2223	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	22230
22233	±‰“Ï±»“ÌƒÒ	2223	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	22230
22234	±‰“Ï±»“ÌƒÒ	2223	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	22230
22239	±»“ÌƒÒ±¶±¶	2223	55	9	0	1	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	22230
22240	≥…ƒÍ±»“ÌƒÒ	2224	65	9	0	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22241	±‰“Ï±»“ÌƒÒ	2224	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22242	±‰“Ï±»“ÌƒÒ	2224	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22243	±‰“Ï±»“ÌƒÒ	2224	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22244	±‰“Ï±»“ÌƒÒ	2224	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22245	±‰“Ï±»“ÌƒÒ	2224	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22249	±»“ÌƒÒ±¶±¶	2224	65	9	0	1	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	7200000	22240
22250	≥…ƒÍ±»“ÌƒÒ	2225	75	9	0	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22251	±‰“Ï±»“ÌƒÒ	2225	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22252	±‰“Ï±»“ÌƒÒ	2225	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22253	±‰“Ï±»“ÌƒÒ	2225	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22254	±‰“Ï±»“ÌƒÒ	2225	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22255	±‰“Ï±»“ÌƒÒ	2225	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22256	±‰“Ï±»“ÌƒÒ	2225	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22259	±»“ÌƒÒ±¶±¶	2225	75	9	0	1	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	7200000	22250
22260	≥…ƒÍ±»“ÌƒÒ	2226	85	9	0	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22261	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22262	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22263	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22264	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22265	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22266	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22267	±‰“Ï±»“ÌƒÒ	2226	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22269	±»“ÌƒÒ±¶±¶	2226	85	9	0	1	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	7200000	22260
22270	≥…ƒÍ±»“ÌƒÒ	2227	95	9	0	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22271	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22272	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22273	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1789	1052	1447	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22274	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1850	1088	1496	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22275	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1910	1123	1545	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22276	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1970	1159	1594	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22277	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	2031	1194	1642	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22278	±‰“Ï±»“ÌƒÒ	2227	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	2091	1230	1691	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22279	±»“ÌƒÒ±¶±¶	2227	95	9	0	1	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2188	500	100	200	100	100	7200000	22270
22280	≥…ƒÍ¥Ù¥Ù≈£	2228	5	9	0	0	100	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	100	200	100	500	7200000	22280
22281	±‰“Ï¥Ù¥Ù≈£	2228	5	9	1	0	100	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	100	100	200	100	500	7200000	22280
22282	±‰“Ï¥Ù¥Ù≈£	2228	5	9	1	0	100	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	100	100	200	100	500	7200000	22280
22289	¥Ù¥Ù≈£±¶±¶	2228	5	9	0	1	100	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	100	200	100	500	7200000	22280
22290	≥…ƒÍ¥Ù¥Ù≈£	2229	45	9	0	0	100	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	100	200	100	500	7200000	22290
22291	±‰“Ï¥Ù¥Ù≈£	2229	45	9	1	0	100	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	100	100	200	100	500	7200000	22290
22292	±‰“Ï¥Ù¥Ù≈£	2229	45	9	1	0	100	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	7200000	22290
22293	±‰“Ï¥Ù¥Ù≈£	2229	45	9	1	0	100	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	7200000	22290
22299	¥Ù¥Ù≈£±¶±¶	2229	45	9	0	1	100	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	100	200	100	500	7200000	22290
22300	≥…ƒÍ¥Ù¥Ù≈£	2230	55	9	0	0	100	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	7200000	22300
22301	±‰“Ï¥Ù¥Ù≈£	2230	55	9	1	0	100	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	7200000	22300
22302	±‰“Ï¥Ù¥Ù≈£	2230	55	9	1	0	100	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	7200000	22300
22303	±‰“Ï¥Ù¥Ù≈£	2230	55	9	1	0	100	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	7200000	22300
22304	±‰“Ï¥Ù¥Ù≈£	2230	55	9	1	0	100	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	7200000	22300
22309	¥Ù¥Ù≈£±¶±¶	2230	55	9	0	1	100	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	7200000	22300
22310	≥…ƒÍ¥Ù¥Ù≈£	2231	65	9	0	0	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22311	±‰“Ï¥Ù¥Ù≈£	2231	65	9	1	0	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22312	±‰“Ï¥Ù¥Ù≈£	2231	65	9	1	0	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22313	±‰“Ï¥Ù¥Ù≈£	2231	65	9	1	0	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22314	±‰“Ï¥Ù¥Ù≈£	2231	65	9	1	0	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22315	±‰“Ï¥Ù¥Ù≈£	2231	65	9	1	0	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22319	¥Ù¥Ù≈£±¶±¶	2231	65	9	0	1	100	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	7200000	22310
22320	≥…ƒÍ¥Ù¥Ù≈£	2232	75	9	0	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22321	±‰“Ï¥Ù¥Ù≈£	2232	75	9	1	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22322	±‰“Ï¥Ù¥Ù≈£	2232	75	9	1	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22323	±‰“Ï¥Ù¥Ù≈£	2232	75	9	1	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22324	±‰“Ï¥Ù¥Ù≈£	2232	75	9	1	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22325	±‰“Ï¥Ù¥Ù≈£	2232	75	9	1	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22326	±‰“Ï¥Ù¥Ù≈£	2232	75	9	1	0	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22329	¥Ù¥Ù≈£±¶±¶	2232	75	9	0	1	100	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	7200000	22320
22330	≥…ƒÍ¥Ù¥Ù≈£	2233	85	9	0	0	100	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	7200000	22330
22331	±‰“Ï¥Ù¥Ù≈£	2233	85	9	1	0	100	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	7200000	22330
22332	±‰“Ï¥Ù¥Ù≈£	2233	85	9	1	0	100	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	7200000	22330
22333	±‰“Ï¥Ù¥Ù≈£	2233	85	9	1	0	100	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	7200000	22330
