INT	INT	INT	STRING	INT	STRING	STRING	STRING	STRING
102	20	30	如何参加贼兵入侵活动	0	#Y贼兵大举入侵！我们要以众之力，全力击溃他们！#r #r#cfabf8f活动开始时间：#r#W每天的#gfff0f013：00到21：00#g000000#W这个阶段内，服务器的整点时间为奇数点的时候将会触发此活动，也就是13，15……21点时将会开启此活动。一天5次，活动开启后，系统将会昭告天下：“田虎贼兵公然造反，意图进攻城市。目前#gfff0f0太湖、嵩山、镜湖、无量山、剑阁、敦煌#g000000#W六处均遭贼兵涂炭。请各位英雄志士前往剿灭，平贼有功者，朝廷将论功行赏！”，同时，六处场景刷出活动NPC。#r#r #cfabf8f参加活动的条件：#r#W如果你想参加活动，那么需要组#gfff0f0三人或者三人以上#g000000#W的队伍，并且组员的级别必须#gfff0f0大于或者等于20级#g000000#W，组成这样的队伍后，#gfff0f0队长#g000000#W与活动开启后刷出的活动NPC对话，就可以参加此活动了。#r#r #cfabf8f活动奖励：#r#W贼兵入侵中的怪物的经验和正常怪物的不同，比普通的怪物经验高出不少，玩家每击杀一只怪物即可获得#gfff0f0积分1分#g000000#W，杀死BOSS获得#gfff0f0积分5分#g000000#W，组队时队友杀死玩家也能获得积分，当玩家积分到达一定的地步之后，可以找#G洛阳#g000000#W的#G（200，103）#R章惇#W兑换一定的#gfff0f0称号#g000000#W。给予章惇不同的数量可以获得如下称号：#gfff0f0平贼士兵、平贼队长、平贼统领、荡寇将军、荡寇元帅#g000000#W。			
103	20	30	偷袭门派	0	#Y什么？江湖宵小竟敢偷袭我门派？杀！杀！杀！一个不留！#r #r#cfabf8f活动时间：#r每天10：00、12：00、16：00、20：00、22：00、24：00本活动开启。#r #r#cfabf8f参加活动的条件：#r需要等级大于等于20级，且三人或者三人以上的本门派玩家组队后，队长与活动NPC对话即可参加活动。#r #r#cfabf8f活动奖励：#r和副本所属门派为同一门派的玩家，自己或者队友每#gfff0f0击杀一个喽罗#g000000#W，将会获得#gfff0f0一点门派贡献度#g000000#W，自己或者队友#gfff0f0击杀恶霸#g000000#W，将会获得#gfff0f05点门派贡献度#g000000#W。而且玩家还#gfff0f0有几率#g000000#W得到#gfff0f035级心法秘籍及65级武功秘籍#g000000#W哦！			
104	1	10	怎样加免费无敌	0	#Y知道如何免费加无敌吗？#r#r #W到三大城市的#gfff0f0江湖游医#g000000#W处与之对话并，点击按钮#gfff0f0 “免费加无敌” #g000000#W，即可得到#gfff0f030秒钟的无敌状态#g000000#W。#r #r#cfabf8f三座城市的江湖游医分别为：#r#W大理：白展元（东门）、陶先秋（西门）；#r洛阳：柯柏仁（西门）、窦梧桐（东门）；#r苏州：平沙燕（西门）、朱防风（北门）。			
105	1	120	怎样用元宝购买物品	0	#cfabf8f元宝#r#W元宝是天龙八部中一种特殊的货币，一些珍奇物品是无法用金钱买到的，必须使用元宝来购买。#r #r#cfabf8f查看自己拥有元宝的数量#r#W打开#gfff0f0背包（alt+A）#g000000,在左下角显示的就是你拥有的元宝数量。#r #r#cfabf8f怎样获得元宝#r#W有两种方法，一是购买天龙八部的点卡后，登录网站#gfff0f0http://sde.game.sohu.com#g000000后充值，然后进入天龙八部，找到#G洛阳#g000000#W的#G（205,172）#R金六爷#W,进入钱庄，与钱庄内的元宝商人对话，选择“将点数兑换成元宝”后输入需要兑换的元宝数量，即可把账户上充入的点数兑换成元宝。另一种方法是使用元宝票，如果你有元宝票，右键点击使用即可获得元宝。#r #r#cfabf8f元宝票#r#W元宝无法直接进行交易，如果想把元宝给其他玩家，就需要通过元宝票。选择“我想兑换元宝票”，输入要兑换的数量并确定后，即可得到一件物品“元宝票”，这件物品可以像普通物品一样和其他玩家交易，右键点击可以再次变回元宝。#r #r#cfabf8f如何用元宝购买商品#r#W找到#G洛阳#g000000#W的#G（205,172）#R金六爷#W,进入钱庄，与钱庄内的元宝商人对话后，选择“我想购买商品”，打开元宝商店列表，包括“米兰时装店”、“扁鹊灵药店”等等，选择一个商店后，即可使用元宝购买相应物品。			
106	1	120	怎样在赠点商店购买物品	0	#cfabf8f赠点商店#r#W赠点是通过活动得到的一种点数，可以使用赠点在赠点商店中购买各种物品。打开#gfff0f0背包（alt+A）#g000000，在左下角可以查看赠点数量。找到#G洛阳#g000000#W的#G（205,172）#R金六爷#W,进入钱庄，与钱庄内的元宝商人对话，选择“赠点商店”，打开赠点商店列表，选择一个商店，即可用赠点购买物品。			
107	1	120	如何使用骑乘	0	#W《天龙八部》中使用坐骑的条件：#r #r #W 1.如果是九大门派独有坐骑，则必须是该骑乘相对应的门派的弟子才能进行骑乘。#r#W 2.如果是九大门派独有坐骑，则等级需达到骑乘所要求的等级（低级坐骑需要40级，高级坐骑需要60级）才能进行骑乘。#r#W 3.如果是九大门派独有坐骑，则需要在本门派内购买坐骑。#r#W 4.需要学习对应的骑乘技能才能使用坐骑。#r#W 5.需要装备坐骑到人物的坐骑栏内才能进行骑乘。#r #r#cfabf8f各个门派都可使用的坐骑：#r#W #gfff0f020级#g000000#W可到洛阳驿站旁的#G（136，180）#R田骁鸣#W处购买#gfff0f0【坐骑：陆行雕】#g000000#W及其#gfff0f0【骑术：陆行雕】#g000000#W，学习后即可使用。陆行雕骑乘后#gfff0f0移动速度+10%#g000000#W。#r#W #gfff0f040级#g000000#W可到洛阳驿站旁的#G（136，180）#R田骁鸣#W处购买#gfff0f0【坐骑：骆驼】#g000000#W，打怪得到#gfff0f0【骑术：骆驼】#g000000#W后学习即可使用。骆驼骑乘后#gfff0f0移动速度+80%#g000000#W。#r #r#cfabf8f门派独有坐骑：#r #r#W少林#r#W 40级：虎#r#W #gfff0f040级#g000000#W可到门派场景中的#gfff0f0玄生（60，82）#g000000#W处购买#gfff0f0【坐骑：虎】#g000000#W，并在#G（57，88）#R玄灭#W处学习#gfff0f0【骑术：虎】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动速度+40%#g000000#W。#r #r#W 60级：白虎#r#W #gfff0f060级#g000000#W可到门派场景中的#G（60，82）#R玄生#W处购买#gfff0f0【坐骑：白虎】#g000000#W，并在#G玄灭（57，88）#g000000#W处学习#gfff0f0【骑术：白虎】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动速度+70%#g000000#W。#r #r#W天龙#r#W 40级：黄骠马#r#W#gfff0f0 40级#g000000#W可到门派场景中的#G（146，95）#R杨白牛#W处购买#gfff0f0【坐骑：黄骠马】#g000000#W，并在#G（148，92）#R杨青牛#W处学习#gfff0f0【骑术：黄骠马】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：青白骢马#r#W #gfff0f060级#g000000#W可到门派场景中的#G（146，95）#R杨白牛#W处购买#gfff0f0【坐骑：青白骢马】#g000000#W，并在#G（148，92）#R杨青牛#W处学习#gfff0f0【骑术：青白骢马】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动速度+70%#g000000#W。#r #r#W峨眉#r#W 40级：青凤#r#W #gfff0f040级#g000000#W可到门派场景中的#G（141，51）#R萧湘水#W处购买#gfff0f0【坐骑：青凤】#g000000#W，并在#G（145，53）#R萧湘玉#W处学习#gfff0f0【骑术：青凤】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：红白凤#r#W #gfff0f060级#g000000#W可到门派场景中的#G（141，51）#R萧湘水#W处购买#gfff0f0【坐骑：红白凤】#g000000#W，并在#G（145，53）#R萧湘玉#W处学习#gfff0f0【骑术：红白凤】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动速度+70%#g000000#W。#r #r#W武当#r#W 40级：鹤#r#W#gfff0f0 40级#g000000#W可到门派场景中的#G（101，115）#R张君慕#W处购买#gfff0f0【坐骑：鹤】#g000000#W，并在#G（102，112）#R张君羡#W处学习#gfff0f0【骑术：鹤】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：金翼鹤#r#W #gfff0f060级#g000000#W可到门派场景中的#G（101，115）#R张君慕#W处购买#gfff0f0【坐骑：金翼鹤】#g000000#W，并在#G（102，112）#R张君羡#W处学习#gfff0f0【骑术：金翼鹤】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+70%#g000000#W。#r #r#W逍遥#r#W 40级：鹿#r#W #gfff0f040级#g000000#W可到门派场景中的#gfff0f0苟读（65，55）#g000000#W处购买#gfff0f0【坐骑：鹿】#g000000#W，并在#G（53，56）#R吴领军#W处学习#gfff0f0【骑术：鹿】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：白鹿#r#W #gfff0f060级#g000000#W可到门派场景中的#G（65，55）#R苟读#W处购买#gfff0f0【坐骑：白鹿】#g000000#W，并在#G（53，56）#R吴领军#W处学习#gfff0f0【骑术：白鹿】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+70%#g000000#W。#r #r#W天山#r#W 40级：雕#r#W #gfff0f040级#g000000#W可到门派场景中的#G（39，71）#R任飞虹#W处购买#gfff0f0【坐骑：雕】#g000000#W，并在#G（45，69）#R芦雨亭#W处学习#gfff0f0【骑术：雕】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：白雕#r#W#gfff0f0 60级#g000000#W可到门派场景中的#G（39，71）#R任飞虹#W处购买#gfff0f0【坐骑：白雕】#g000000#W，并在#G（45，69）#R芦雨亭#W处学习#gfff0f0【骑术：白雕】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+70%#g000000#W。#r #r#W明教#r#W 40级：狮子#r#W#gfff0f0 40级#g000000#W可到门派场景中的#G（64，115）#R邓元觉#W处购买#gfff0f0【坐骑：狮子】#g000000#W，并在#G（66，118）#R厉天佑#W处学习#gfff0f0【骑术：狮子】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：白狮子#r#W #gfff0f060级#g000000#W可到门派场景中的#G（64，115）#R邓元觉#W处购买#gfff0f0【坐骑：白狮子】#g000000#W，并在#G（66，118）#R厉天佑#W处学习#gfff0f0【骑术：白狮子】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+70%#g000000#W。#r #r#W丐帮#r#W 40级：灰狼#r#W #gfff0f040级#g000000#W可到门派场景中的#G（54，86）#R李日越#W处购买#gfff0f0【坐骑：灰狼】#g000000#W，并在#G（38，89）#R蒋光亭#W处学习#gfff0f0【骑术：灰狼】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：白狼#r#W #gfff0f060级#g000000#W可到门派场景中的#G（54，86）#R李日越#W处购买#gfff0f0【坐骑：白狼】#g000000#W，并在#G（38，89）#R蒋光亭#W处学习#gfff0f0【骑术：白狼】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+70%#g000000#W。#r #r#W星宿#r#W 40级：牦牛#r#W #gfff0f040级#g000000#W可到门派场景中的#G（97，46）#R天鹰子#W处购买#gfff0f0【坐骑：牦牛】#g000000#W，并在#G（94，46）#R破军子#W处学习#gfff0f0【骑术：牦牛】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+40%#g000000#W。#r #r#W 60级：白牦牛#r#W #gfff0f060级#g000000#W可到门派场景中的#G（97，46）#R天鹰子#W处购买#gfff0f0【坐骑：白牦牛】#g000000#W，并在#G（94，46）#R破军子#W处学习#gfff0f0【骑术：白牦牛】#g000000#W，以后使用召唤坐骑技能，即可召唤出相应坐骑。骑乘后#gfff0f0移动动速度+70%#g000000#W。#r #r#cfabf8f元宝坐骑：#r#W所有玩家都可以在#gfff0f0元宝商店的天宫御马监#g000000#W中购买到以下所有的炫酷坐骑，进入元宝商店的途径：#gfff0f0到洛阳TAB打开小地图，找到元宝两个字，与那里的钱庄接应使#G（205，172）#R金六爷对话，即可进入钱庄，在钱庄中找到元宝商人，与之对话找到天宫御马监商店，即可购买元宝坐骑！#r#W小提示：推荐您使用随身元宝商店，购物更快捷、更方便！游戏界面右上角小地图边缘上有一个元宝标志，点击后即可弹出随身元宝商店界面#g000000#W！#r #r#W#gfff0f0【坐骑：熊】#g000000#W及其【骑术：熊】，#gfff0f010级可骑乘，骑乘后移动速度+80%#g000000#W。#r#W#gfff0f0【坐骑：木牛流马】#g000000#W及其【骑术：木牛流马】，#gfff0f010级可骑乘，骑乘后移动速度+80%#g000000#W。#r#W#gfff0f0【坐骑：鸵鸟】#g000000#W及其【骑术：鸵鸟】，#gfff0f010级可骑乘，骑乘后移动速度+80%#g000000#W。#r#W#gfff0f0【坐骑：天马】#g000000#W及其【骑术：天马】，#gfff0f010级可骑乘，骑乘后移动速度+85%#g000000#W。#r#W#gfff0f0【坐骑：兔子】#g000000#W及其【骑术：兔子】，#gfff0f010级可骑乘，骑乘后移动速度+80%#g000000#W。#r#W#gfff0f0【坐骑：大象】#g000000#W及其【骑术：大象】，#gfff0f010级可骑乘，可双人骑乘，骑乘后移动速度+70%#g000000#W。#r#W#gfff0f0【坐骑：玄龟】#g000000#W及其【骑术：玄龟】，#gfff0f010级可骑乘，可双人骑乘，骑乘后移动速度+70%#g000000#W。#r#W#gfff0f0【坐骑：陆吾】#g000000#W及其【骑术：陆吾】，#gfff0f010级可骑乘，骑乘后移动速度+80%#g000000#W。#r#W#gfff0f0【坐骑：犀牛】#g000000#W及其【骑术：犀牛】，#gfff0f010级可骑乘，可双人骑乘，骑乘后移动速度+70%#g000000#W。			
108	1	120	重购配方	0	#G重购配方：#W因某种不可控原因造成玩家已学会的#G加工材料类配方、馒头配方、初/中/高级食材类配方、咫尺天涯配方#W丢失，可以到#G苏州#g000000#W的#G（96，127）#R小高#W购买#G重购配方#W，其出售价格#G统一为1银#W。			
109	1	120	宝石与门派关系介绍	0	#Y宝石与门派关系介绍#r #r#cfabf8f猫眼石#r#G<希望宝石，增加内功攻击>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：武当，星宿，逍遥，峨眉，天龙。#r #r#cfabf8f虎眼石#r#G<希望宝石，增加外功攻击>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：少林，明教，丐帮，天山，天龙。#r #r#cfabf8f红宝石#r#G<命运宝石，增加体力>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f黄宝石#r#G<命运宝石，增加力量>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：少林，明教，丐帮，天山，天龙。#r #r#cfabf8f蓝宝石#r#G<命运宝石，增加灵气>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：武当，星宿，逍遥，峨眉，天龙。#r #r#cfabf8f绿宝石#r#G<命运宝石，增加身法>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f黑宝石#r#G<命运宝石，增加定力>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f血精石#r#G<命运宝石，增加血上限>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f尖晶石#r#G<生命宝石，增加外功防御>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f石榴石#r#G<生命宝石，增加内功防御>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f紫玉#r#G<玄微宝石，增加命中>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f祖母绿#r#G<天机宝石，增加闪避>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f黄晶石#r#G<智慧宝石，增加玄攻击>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：武当，少林，峨眉，天龙。#r#G注：可以使用宝石雕琢符雕琢成纯净黄晶石。#r #r#cfabf8f蓝晶石#r#G<智慧宝石，增加冰攻击>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：武当，峨眉，天山，天龙。#r#G注：可以使用宝石雕琢符雕琢成纯净蓝晶石。#r #r#cfabf8f红晶石#r#G<智慧宝石，增加火攻击>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：明教，逍遥，丐帮，天龙。#r#G注：可以使用宝石雕琢符雕琢成纯净红晶石。#r #r#cfabf8f绿晶石#r#G<智慧宝石，增加毒攻击>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：逍遥，星宿，丐帮，天龙。#r#G注：可以使用宝石雕琢符雕琢成纯净绿晶石。#r #r#cfabf8f变石#r#G<幻冥宝石，增加会心>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f黄玉#r#G<魅力宝石，增加玄抗性>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r#G注：可以使用宝石雕琢符雕琢成纯净黄玉。#r #r#cfabf8f皓石#r#G<魅力宝石，增加冰抗性>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r#G注：可以使用宝石雕琢符雕琢成纯净皓石。#r #r#cfabf8f月光石#r#G<魅力宝石，增加火抗性>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r#G注：可以使用宝石雕琢符雕琢成纯净月光石。#r #r#cfabf8f碧玺#r#G<魅力宝石，增加毒抗性>#r#G可镶嵌部件#W：衣服，帽子，鞋，手套，护肩，腰带，项链，暗器。#r#G适用门派#W：所有门派。#r#G注：可以使用宝石雕琢符雕琢成纯净碧玺。#r #r#cfabf8f黄冥石#r#G<胜利宝石，降低目标玄抗性>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f蓝冥石#r#G<胜利宝石，降低目标冰抗性>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f红冥石#r#G<胜利宝石，降低目标火抗性>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：所有门派。#r #r#cfabf8f绿冥石#r#G<胜利宝石，降低目标毒抗性>#r#G可镶嵌部件#W：武器，项链，护腕，戒指，护符，暗器。#r#G适用门派#W：所有门派。			
110	1	120	镶嵌宝石流程介绍	0	#Y镶嵌宝石流程介绍#r #r#cfabf8f宝石镶嵌功能#r #r#W在#G洛阳（176，183）#W的#R彭怀玉#W、#G楼兰（75，162）#W的#R克里木#W及#G束河古镇（135，85）#W的#R荆嵌实#W处进行，与其对话点选#G“宝石镶嵌”#W选项，即可激活宝石镶嵌功能。共需要#G4种#W物品：#r#G1.需要镶嵌的装备。#r#G2.宝石。#r#G3.宝石镶嵌符。#r#G4.极率之珠。#r #r#G注：在使用高级宝石镶嵌符的时候，可以不需要极率之珠。#r #r#cfabf8f宝石合成功能#r #r#W在#G洛阳（176，183）#W的#R彭怀玉#W、#G楼兰（75，162）#W的#R克里木#W及#G束河古镇（135，85）#W的#R荆嵌实#W处进行，与其对话点选#G“宝石合成”#W选项，即可激活宝石合成功能。宝石合成功能只能对#G同等级、同名称#W的#G宝石#W进行。需要至少#G3颗同等级，同名称#W的#G宝石#W和#G一张宝石合成符#W。#r#G3颗#W宝石的#G合成成功率为50%#W#r#G4颗#W宝石的#G合成成功率为75%#W#r#G5颗#W宝石的#G合成成功率为100%#W #r #r#cfabf8f宝石熔炼功能#r #r#W在#G洛阳（176，183）#W的#R彭怀玉#W、#G楼兰（75，162）#W的#R克里木#W及#G束河古镇（135，85）#W的#R荆嵌实#W处进行，与其对话点选#G“宝石熔炼”#W选项，即可激活宝石熔炼功能。宝石熔炼功能可以使#G3颗同等级雕琢后的智慧类宝石#W通过熔炼，转化为#G1颗对应等级的胜利宝石#W。胜利宝石能够使目标对应属性的抗性降低。只有#G纯净红晶石#W，#G纯净蓝晶石#W，#G纯净绿晶石#W，#G纯净黄晶石#W这四种宝石才能进行宝石熔炼。熔炼的时候需要特殊道具#G宝石熔炼符#W。#G50级以上（包括50级）#W的英雄，在帮会城市中做#G发展任务#W，#G市集任务#W或#G工程任务#W，每完成#G第10环任务#W时，会有几率获得#G低级宝石熔炼符#W或#G高级宝石熔炼符#W。			
111	30	60	如何参加蹴鞠活动	0	#Y参加蹴鞠活动，赢取高额经验！#r #r#cfabf8f 蹴鞠活动时间：#r #W蹴鞠活动时间为#gfff0f0 每个月第一个星期日的下午19点到晚上23点之间#g000000#W。请各位找#G洛阳#g000000#W的#G（204，57）#R童贯#W或#G大理#g000000#W的#G（282，94）#R夏青青#W或#G苏州#g000000#W的#G（187，147）#R于倩倩#W参加活动。#r#gfff0f0注意：活动必须要有3人以上组队方可参加#g000000#W。#r #r#cfabf8f蹴鞠活动内容：#r#W在蹴鞠活动当中，将会不断的刷新出足球，足球在一定时间内如果没有被杀死，那么将会自动转化为满天星，满天星可是会打人的哦。杀死所有的足球和满天星之后，将会出现孙美美，挑战胜利之后将会获得额外的奖励哦！#r#W在蹴鞠活动当中一共会刷新#gfff0f0149个足球#g000000#W，而且刷新的速度将会越来越快。#r#W孙美美是个可爱的小姑娘，可是刁蛮起来也是很厉害的！#r#W打败孙美美后，有机会获得相应等级的#gfff0f0新莽神符#g000000#W，大家加油吧！			
112	10	120	如何千寻	0	#Y大江南北山河秀丽，与子共游探索为先。#gfff0f0每周五0：00——24：00#g000000#W，凡是夫妻关系、结拜关系及师徒关系，均可组队在#G苏州#W的NPC#G（129, 213）#R左桐#W处进行领取千寻任务，该任务将指引大家去天龙八部各大神秘之地探索，您将会获得一笔丰厚的经验奖励。#r夫妻关系领取与提交：夫妻必须和自己的关系人前来领取，必须和关系人组队去经历这个任务过程，完成任务时需要一同来提交。#r结拜关系领取时必须和自己的结拜关系人组队，必须和关系人组队去经历探索过程，完成任务时需要一同来提交。#r师徒关系不限制师傅是队长，只要接任务时队伍中有自己的师傅或徒弟，即可接受，任务过程必须和自己的师徒关系人组队经历探索过程，完成任务时需要一同来提交。#r #G需要注意的是，当你已经接受任何一种千寻任务时，是不能再接受其他类型的千寻任务的。			
113	10	120	如何参加新手珍珑棋局？	0	#Y如何参加新手珍珑棋局？#r #r#W只要刷棋的队伍中有#gfff0f050级以上（包括50级）#g000000#W的玩家，同时有#gfff0f010级到49级#g000000#W的队员至少一名，且队内最高等级和最低等级的差别#gfff0f0大于等于20级#g000000#W，就能符合带新手模式。在该模式下不但经验有加成，怪物的血量也会一定的削减，队内所有50级以上的玩家还都能获得#gfff0f0大量善恶值#g000000#W哦！			
114	1	120	如何获得和使用暗器	0	#Y暗器相关介绍#r #r#cfabf8f怎样获得暗器：#r    #W暗器有#G飞蝗石#W和#G梅花镖#W两种，飞蝗石在人物等级达到#G30级#W可以使用，梅花镖在人物等级达到#G50级#W可以使用，相对于飞蝗石，梅花镖具有更高的品阶，能更大幅度的提高玩家的属性。#r    #G飞蝗石#W在做#G段延庆关系任务#W到一定阶段时会得到。#r    #G梅花镖#W可以在#G洛阳（118，184）#R立繁#W处用#Y玄昊玉#W换取。#r#cfabf8f暗器品阶介绍：#r    #W暗器也是有优劣之分的，您可以通过#G品阶#W区分暗器的优良，品阶的高低会影响#G暗器原始属性#W给人物自身增加属性的高低，#G品阶越高#W的暗器带给人物的#G属性越高#W。#r#cfabf8f暗器可操作介绍：#r    #W暗器可以进行打孔、镶嵌、铭刻、强化等操作，暗器可以镶嵌#G所有#W种类的宝石。#r#cfabf8f暗器升级介绍：#W#r    暗器可以分享主人获得的一部分经验来提升暗器的修炼等级，升级后的暗器不仅属性上有提高，还会在突破#G40#W、#G70#W、#G90级#W的修炼瓶颈时领悟到技能，当然要想使用这些#G暗器技能#W您必须先学会相应的#G暗器手法#W才行。#r#cfabf8f突破暗器瓶颈介绍：#r    #W暗器修炼等级的提升可不是简单的事，有时候您会遇到暗器修炼等级提升的瓶颈，这个时候您可以找我通过#G突破暗器修炼瓶颈#W来突破当前装备暗器的修炼瓶颈。#r#cfabf8f暗器手法介绍：#r    #W人物达到#G40#W、#G70#W和#G90级#W的时候可以找我通过#G学习暗器手法#W来学习暗器技能的使用手法。#r    当人物达到#G40级#W的时候可以找我学习#G暗器投掷手法#W，#G暗器投掷#W可以带给敌人巨大的伤害。#r    当人物达到#G70级#W的时候可以找我学习#G暗器打穴手法#W，#G暗器打穴#W可以对敌人产生一定负面影响。#r    当人物达到#G90级#W的时候可以找我学习#G暗器护体手法#W，#G暗器护体#W可以为暗器的主人带来能力上的提升。#r    学习到#G暗器手法#W后才可以使用相应的暗器技能。#G暗器手法您可以在普通技能栏中找到。#r#cfabf8f重洗暗器原始属性介绍：#r    #W如果您对暗器修炼等级提升后分配的#G原始属性#W不满意，那么您可以找我通过#G重洗暗器原始属性#W消耗#Y神亦石#W来改变升级后分配的原始属性。#r    在#G楼兰（162，75）#R金久灵#W处参与#G楼兰寻宝活动#W击杀#R镇宝龙王#W会有一定几率得到#Y神亦石#W。#r#cfabf8f重洗暗器技能介绍：#r    #W如果您对暗器修炼等级提升后获得的技能不满意，那么您可以找我通过#G重洗暗器技能#W消耗#Y忘无石#W来改变升级后得到的技能。#r#G注意：暗器领悟到的所有技能都会被重置。#r    #Y忘无石#W在#G挑战缥缈峰#W和#G初战缥缈峰#W中有一定几率掉落。#r#cfabf8f重洗暗器品阶介绍：#r    #W如果您对当前修炼暗器的品阶不满意，那么您可以找我通过#G重洗暗器品阶#W消耗#Y百淬神玉#W或#Y千淬神玉#W来重洗暗器的品阶。#r    相对于#Y百淬神玉#W，使用#Y千淬神玉#W重洗后的暗器品阶更好。#r    重洗之后暗器品阶将发生变化，但暗器的#G强化#W、#G刻铭#W、#G镶嵌#W、#G资质#W、#G修炼等级#W、#G领悟技能#W都#G不会#W受到任何的影响。#r#cfabf8f重置暗器修炼等级介绍：#r    #W如果您对目前修炼的暗器不满意，可以通过在我这里通过#G重置暗器修炼等级#W消耗#Y浴火石#W将暗器的修炼等级重置为#G1级#W。#r    重置后的暗器修炼等级将会变为1级，所有原始属性变回1点，领悟的技能会消失，但暗器的#G强化#W、#G刻铭#W、#G镶嵌#W、#G资质#W、#G品阶#W都#G不会#W受到任何的影响。#r    #G保护帮会活动#W会有一定几率掉落#Y浴火石#W。			
